"EVENT_ID","LOCATION","LATITUDE","LONGITUDE"
919215,"Mercedes Old Reb Arp",26.1515,-97.864
919215,"Monte Alto",26.4158,-97.864
919215,"Hargill",26.4586,-98.0076
919215,"Donna",26.1614,-98.0457
919216,"Sebastian",26.3432,-97.8615
919216,"Sebastian",26.3415,-97.7949
919216,"Lyford",26.4494,-97.7923
919216,"La Sara",26.4523,-97.8619
917708,"Sulphur Spgs Muni Ar",33.14,-95.61
917711,"Whitewright",33.4555,-96.38
917713,"Desert",33.36,-96.45
917715,"Desert",33.36,-96.46
917717,"Coesfield",33.81,-97.01
917718,"Gunter",33.45,-96.74
917719,"Nocona",33.79,-97.73
918585,"Lone Oak",33,-95.94
918588,"Princeton",33.19,-96.5
918590,"Roland",33.24,-96.65
918592,"Roland",33.24,-96.65
918594,"Elmont",33.45,-96.61
918596,"Plano",33.05,-96.75
918597,"Sherman Muni Arpt",33.62,-96.61
918601,"Alpha",32.93,-96.82
918602,"Addison",32.95,-96.82
918604,"Addison",32.93,-96.85
918605,"Shepton",33.01,-96.8
918606,"Ft Worth Blue Mnd Ar",32.85,-97.34
918608,"Ravenna",33.67,-96.24
918612,"Love Fld Dallas",32.85,-96.85
918613,"Gifco",32.52,-97
918614,"Ovilla",32.54,-96.89
918650,"Muenster",33.66,-97.38
918654,"Mckinney",33.1777,-96.5927
918655,"Gunter",33.45,-96.75
918790,"Mckinney",33.18,-96.59
918791,"Denton Muni Arpt",33.2,-97.2
918793,"Ellsworth",33.68,-96.59
918798,"Grapevine",32.9,-97.04
918815,"Love Fld Dallas",32.85,-96.85
918818,"Ft Worth Mangham Arp",32.82,-97.19
918820,"Richland Hills",32.82,-97.2
918821,"Arlington Muni Arpt",32.67,-97.1
918822,"Tate Spgs",32.68,-97.19
918823,"Bonham Jones Arpt",33.6,-96.19
918824,"Allen",33.11,-96.67
918825,"Allen",33.1052,-96.6786
918826,"Renner",32.98,-96.72
918827,"Plano",33.01,-96.71
918829,"Allen",33.12,-96.68
918830,"Sherman Muni Arpt",33.62,-96.61
918835,"Plano",33.05,-96.75
918836,"Venus",32.44,-97.1
918839,"Olney",33.37,-98.75
915885,"Argyle",33.14,-97.24
915886,"Justin",33.08,-97.35
915969,"Foot",33.1919,-96.7716
915971,"Lebanon",33.1208,-96.7866
917481,"Newark",33.01,-97.55
917483,"Eagle",32.9908,-97.5423
917488,"Smithfield",32.89,-97.21
917489,"Ft Worth Blue Mnd Ar",32.83,-97.3
917495,"Ft Worth Mangham Arp",32.8753,-97.2148
917497,"Keller Alta Vista Ar",32.92,-97.29
915912,"Gove",39.0089,-100.4478
915913,"Oakley",39.1301,-100.85
915916,"Oakley",39.1301,-100.8501
915922,"Yuma Arpt",39.9878,-102.7103
915923,"Vernon",39.9124,-102.3586
915924,"Vernon",39.89,-102.3385
915926,"Abarr",39.9028,-102.6231
915972,"Schramm",39.9819,-102.542
915973,"Yuma",40.2059,-102.755
915974,"Wray Muni Arpt",40.0988,-102.2464
915975,"Vernon",39.9302,-102.3349
915976,"Idalia",39.7541,-102.2755
915932,"Natrona Co Arpt",42.9,-106.47
915933,"Jackson Hole Ar",43.6,-110.73
915936,"Weskan",39.113,-101.9608
918915,"La Veta",37.4304,-105.0405
918915,"La Veta",37.435,-105.0416
918915,"La Veta",37.4348,-105.0498
918918,"Springfield",37.5,-102.72
918919,"Lamar Arpt",37.94,-102.62
918920,"Granada",37.99,-102.31
918980,"Olcott",43.3502,-78.7241
918988,"Collins",42.5,-78.94
918989,"East Otto",42.46,-78.8
918991,"Wanakah",42.72,-78.87
918992,"Gaines",43.28,-78.22
918995,"Lakewood",42.1,-79.32
919004,"Indian Hd Mrylnd Arp",38.5967,-77.0569
919004,"Indian Hd Mrylnd Arp",38.5919,-77.0531
919004,"Indian Hd Mrylnd Arp",38.5927,-77.0519
919004,"Indian Hd Mrylnd Arp",38.5969,-77.0554
919018,"Great Mills",38.2179,-76.4879
919018,"Great Mills",38.2325,-76.5089
919018,"Great Mills",38.2587,-76.5069
919018,"Great Mills",38.2567,-76.4866
919018,"Great Mills",38.239,-76.4791
919007,"Olcott",43.34,-78.71
919010,"Oswego",43.4845,-76.51
919013,"Buffalo Harbor",42.88,-78.9098
919019,"Livonia",42.83,-77.65
919020,"Morganville",43.02,-78.03
919021,"Mendon Center",43.01,-77.55
919022,"Scottsville",43.01,-77.75
919023,"Le Roy",42.97,-77.97
919024,"Canandaigua",42.89,-77.28
919025,"Honeoye",42.79,-77.51
919031,"East Alexander",42.94,-78.18
919032,"Batavia",42.96,-78.18
919033,"Portland",42.38,-79.47
919035,"Fredonia",42.44,-79.33
919036,"Stockton",42.32,-79.36
919037,"Bethany Center",42.9,-78.13
919038,"Stafford Station",42.98,-78.11
919039,"York",42.87,-77.89
919040,"Elma",42.85,-78.64
919041,"Marilla",42.84,-78.56
919042,"Geneseo",42.8,-77.81
919043,"Marilla",42.85,-78.55
919044,"Sinclairville",42.26,-79.26
919045,"East Aurora",42.77,-78.62
919046,"Lackawanna",42.85,-78.86
919047,"Covington",42.86,-78.02
919048,"Lakewood",42.1,-79.32
919049,"Gerry",42.19,-79.25
919050,"Pavilion",42.88,-78.03
919051,"Clymer",42.02,-79.63
919052,"Randolph",42.16,-78.98
919053,"Arcade",42.53,-78.43
919054,"Olean",42.08,-78.43
919055,"Le Roy",42.97,-77.97
919056,"Lima",42.91,-77.61
919057,"Lima",42.91,-77.61
919028,"Dunkirk",42.49,-79.34
919029,"Buffalo Harbor",42.88,-78.89
919077,"Rover",33.1989,-84.3572
919077,"Rover",33.2059,-84.3622
919077,"Zetella",33.2064,-84.3933
919077,"Zetella",33.1991,-84.3954
919080,"Valdo",33.2776,-84.3606
919080,"Valdo",33.2694,-84.3653
919080,"Valdo",33.2676,-84.3752
919080,"Vaughn",33.2714,-84.3875
874465,"Pataskala Zeune Arpt",39.9691,-82.6232
874465,"Kirkersville",39.969,-82.6201
874466,"Lewisburg Gilmer Arp",39.8175,-84.4847
874468,"Fairborn",39.81,-84.02
874469,"Enon",39.8694,-83.8918
874470,"Fairborn",39.81,-84.02
874471,"Florence",39.8636,-83.5173
874472,"Madison Lake",39.87,-83.38
874474,"Wagram",39.9453,-82.7566
874475,"Fairborn",39.82,-84.01
874476,"Wright View",39.79,-84.02
874477,"Yellow Spgs",39.81,-83.89
874478,"Baltimore",39.85,-82.61
874479,"Linnville",39.99,-82.31
874480,"Newark",40.05,-82.39
874482,"Patterson Afb",39.83,-84.05
874546,"Pickrelltown",40.2608,-83.6607
874550,"Maplewood",40.38,-84.03
874551,"Bellefontaine",40.36,-83.76
874552,"Unionville Center",40.11,-83.39
874556,"Greenville",40.1,-84.62
874556,"Greenville Treaty Ar",40.1223,-84.6162
874556,"Weimers Mill",40.124,-84.6658
874556,"Weimers Mill",40.0942,-84.6748
874557,"Hardin",40.3021,-84.2088
874557,"Hardin",40.3012,-84.2087
874557,"Hardin",40.3013,-84.2075
874557,"Hardin",40.3022,-84.2073
874558,"Utica",40.23,-82.44
874558,"Utica",40.2297,-82.4464
874558,"Utica",40.228,-82.4468
874560,"Powell",40.1505,-83.0942
874560,"Powell",40.1522,-83.0933
874560,"Powell",40.1522,-83.0914
874560,"Powell",40.1498,-83.0923
874562,"Newark",40.0506,-82.3962
874562,"Newark",40.0497,-82.3958
874562,"Newark",40.0498,-82.3942
874562,"Newark",40.0506,-82.3947
874564,"Utica",40.2421,-82.4469
874564,"Utica",40.243,-82.4467
874564,"Utica",40.2429,-82.4458
874564,"Utica",40.2416,-82.446
874571,"Appleton",40.22,-82.59
874571,"Appleton",40.2229,-82.5896
874571,"Appleton",40.2232,-82.5857
874571,"Appleton",40.2197,-82.5862
874584,"Sidney",40.3141,-84.1545
874584,"Sidney",40.3154,-84.1543
874584,"Sidney",40.3151,-84.1521
874584,"Sidney",40.3137,-84.151
874586,"Quincy",40.31,-83.95
874586,"Quincy",40.2935,-83.9548
874586,"De Graff",40.2987,-83.905
874586,"De Graff",40.3218,-83.9006
874588,"Urbana",40.1104,-83.7378
874588,"Urbana",40.109,-83.7365
874588,"Urbana",40.1107,-83.7368
874590,"New California",40.16,-83.25
874590,"New California",40.1617,-83.2507
874590,"New California",40.1644,-83.2471
874590,"New California",40.1631,-83.2448
874591,"Purity",40.2,-82.31
874591,"Purity",40.1994,-82.3128
874591,"Purity",40.2003,-82.3127
874591,"Purity",40.2011,-82.3119
874594,"Houston",40.25,-84.34
874594,"Houston",40.2658,-84.3452
874594,"Dawson",40.2713,-84.3126
874594,"Dawson",40.2579,-84.3043
874453,"Moxley",38.59,-85.0586
875890,"Black",37.5296,-90.9346
875892,"Esther",37.8523,-90.5189
875893,"Fredericktown",37.4776,-90.3
875894,"Addieville",38.392,-89.487
880146,"Monticello Muni Arpt",42.25,-91.18
880150,"Jesup",42.5086,-92.0809
880150,"Fairbank",42.6035,-92.0144
880151,"Farley",42.44,-90.99
880154,"Sherrill",42.5947,-90.8138
880154,"Sherrill",42.629,-90.7553
880162,"Pleasant Vly",41.58,-90.46
880163,"Otterville",42.497,-91.9147
880149,"Cambridge",41.28,-90.24
880152,"Leon Corners",41.6003,-89.8725
880152,"Leon Corners",41.6313,-89.8658
880153,"Macomb",40.46,-90.68
880155,"Moline",41.4933,-90.5202
880155,"Moline",41.4933,-90.52
880155,"Moline",41.4932,-90.52
880155,"Moline",41.4932,-90.5202
880156,"Prophetstown",41.67,-89.93
880156,"Prophetstown",41.6713,-89.9366
880156,"Prophetstown",41.6691,-89.9373
880156,"Prophetstown",41.6685,-89.9306
880157,"Rock is",41.507,-90.5517
880157,"Rock is",41.507,-90.5512
880157,"Rock is",41.5066,-90.5513
880157,"Rock is",41.5067,-90.5517
880159,"Rock is",41.4937,-90.5673
880159,"Rock is",41.4937,-90.5667
880159,"Rock is",41.4935,-90.5666
880159,"Rock is",41.4935,-90.5673
880158,"Davenport",41.56,-90.6
880158,"Credit Island",41.5172,-90.6358
880158,"Davenport",41.5248,-90.564
880158,"Riverdale",41.5311,-90.4598
880158,"Pleasant Vly",41.5556,-90.4355
880269,"Cayuse",45.6855,-118.5309
882847,"Ukiah",45.0788,-119.0025
882847,"Ukiah",45.0788,-118.8575
882847,"Gibbon",45.7,-118.35
882847,"Pendleton Arpt",45.7,-118.83
882860,"Dale",45,-118.7453
882860,"Galena",44.67,-118.5665
882860,"Prairie City",44.47,-118.7
882860,"John Day",44.42,-118.95
882860,"Mt Vernon",44.42,-119.12
882860,"Dayville",44.47,-119.53
882860,"Monument",44.82,-119.522
882860,"Ritter",44.88,-119.2321
883211,"Island City",45.3812,-118.1028
883211,"Cove",45.3669,-117.7806
883211,"Cove",45.3,-117.7171
883211,"Union",45.1688,-117.8074
883214,"Service Creek",44.8,-120.122
883214,"Service Creek",44.8724,-120.02
883214,"Service Creek",44.8,-119.918
883214,"Service Creek",44.7276,-120.02
884195,"Culver",44.52,-121.22
884195,"Metolius",44.58,-121.18
884209,"Hermiston",45.8505,-119.3094
884209,"Hermiston",45.8198,-119.2653
884212,"Hermiston Arpt",45.83,-119.27
884213,"Umatilla",45.9145,-119.3492
884213,"Umatilla",45.92,-119.33
884215,"Holdman",45.87,-118.93
884216,"Pendleton",45.67,-118.9036
884217,"Echo",45.6297,-119.1286
884219,"Grass Vly",45.3257,-120.9322
884220,"Grass Vly",45.3433,-120.7958
884221,"Boardman",45.83,-119.72
884222,"Madras",44.6155,-121.13
884222,"Madras",44.6445,-121.13
884223,"Madras",44.4963,-121.2077
884224,"Warm Spgs",44.77,-121.25
901584,"Ipswich",42.74,-90.38
901585,"Darlington",42.6784,-90.1167
901586,"Badger Arpt",42.6,-89.74
901587,"Tiffany",42.63,-88.95
901588,"Monroe Airport",42.62,-89.59
901589,"Monroe",42.6,-89.64
901590,"Powers Lake",42.5389,-88.2809
901591,"Pell Lake",42.54,-88.35
901592,"Powers Lake",42.54,-88.3
901600,"Elmwood Park",42.7,-87.83
901601,"Downtown Racine",42.7243,-87.79
901602,"Downtown Kenosha",42.59,-87.83
901603,"Union Grove",42.68,-88.05
901604,"North Bay",42.76,-87.78
906468,"Wind Pt",42.7829,-87.772
906468,"Midway Park",42.8401,-87.8273
906468,"Kneeland",42.8414,-88.0305
906468,"Rochester Fox Rvr Ar",42.773,-88.3023
906468,"Bohners Lake",42.6112,-88.3003
906468,"Browns Lake",42.6688,-88.188
906468,"Downtown Racine",42.699,-87.7872
906743,"Oakwood",42.8479,-87.9323
906743,"Oak Creek",42.8645,-87.8521
906858,"Elkhorn",42.6985,-88.5589
906858,"Elkhorn",42.6983,-88.53
906858,"Elkhorn Arpt",42.6497,-88.5022
906858,"Elkhorn",42.6605,-88.5707
909501,"Zenda",42.5568,-88.4463
909501,"Lake Geneva",42.5933,-88.4047
909502,"Wilmot",42.4954,-88.1691
909502,"Salem",42.5465,-88.1143
901627,"Pikeville",37.4772,-82.4912
901627,"Pikeville",37.4777,-82.49
901627,"Pikeville",37.4742,-82.4841
901627,"Pikeville",37.4735,-82.4851
901630,"Dony",37.4189,-82.6904
901630,"Dony",37.424,-82.6981
901630,"Dony",37.4236,-82.7051
901630,"Orkney",37.4253,-82.7053
901630,"Dony",37.4272,-82.6978
901630,"Dony",37.4217,-82.6887
918024,"Huntsville",34.7255,-86.6449
918025,"Huntsville",34.7407,-86.6132
918026,"Georgetown",34.78,-87.92
918027,"Valdosta",34.7377,-87.722
901751,"Ft Recovery",40.41,-84.8
901752,"Sharpsburg",40.36,-84.67
901753,"Ft Recovery",40.4146,-84.8001
901754,"Glynwood",40.58,-84.28
901755,"Moraine",39.71,-84.24
901756,"Hempstead",39.68,-84.13
901757,"Stonelick",39.12,-84.17
902037,"Riverton Rgnl a",43.1176,-108.5544
902037,"Riverton Rgnl a",43.1153,-108.5524
902267,"East Berlin",39.953,-76.9887
902267,"East Berlin",39.9737,-76.9919
902244,"Marysville",40.23,-83.37
902249,"Newark",40.0632,-82.4362
902249,"Newark",40.0638,-82.4332
902249,"Newark",40.0629,-82.4332
902249,"Newark",40.0621,-82.4368
909799,"Lloyd",38.6282,-82.8609
909799,"Lloyd",38.6284,-82.8721
909799,"Lynn",38.5715,-82.9044
909799,"Greenup",38.5761,-82.8497
909802,"Pax",37.891,-81.2715
909802,"Long Branch",37.9132,-81.2732
909802,"Long Branch",37.9141,-81.2562
909802,"Pax",37.8909,-81.2511
909814,"Faison",35.1334,-78.1232
909814,"Faison",35.1343,-78.1241
909814,"Faison",35.1368,-78.1218
909814,"Faison",35.1356,-78.1205
909817,"Bowdens",35.06,-78.12
909817,"Bowdens",35.0544,-78.1183
909817,"Bowdens",35.056,-78.1144
909817,"Bowdens",35.0608,-78.1164
909818,"Faison",35.12,-78.1654
909818,"Faison",35.1115,-78.1747
909818,"Faison",35.1088,-78.1638
909818,"Faison",35.1176,-78.1572
909820,"Faison",35.1066,-78.1368
909823,"Aurora",35.3,-76.8
909955,"Pee Wee",38.9491,-81.4939
909955,"Pee Wee",38.9428,-81.4534
909955,"Pee Wee",38.974,-81.4414
909955,"Pee Wee",38.9776,-81.4852
909957,"Tate",38.6213,-80.9214
909957,"Servia",38.6073,-80.9573
909957,"Strange Creek",38.5881,-80.9264
909957,"Strange Creek",38.5828,-80.9012
909957,"Tate",38.6059,-80.9054
909959,"Spread",38.5322,-81.0782
909959,"Widen",38.4388,-80.8791
909959,"Dille",38.4784,-80.8185
909959,"Dille",38.4913,-80.8215
909959,"Widen",38.5025,-80.8831
909959,"Harrison",38.5407,-80.9138
909959,"Groves",38.5458,-80.9439
909960,"Morris",38.5231,-80.7848
909960,"Morris",38.4954,-80.8161
909960,"Morris",38.4675,-80.7992
909960,"Birch River",38.4675,-80.7101
909960,"Bays",38.5168,-80.7071
909963,"Wainville",38.4571,-80.5659
909963,"Bolair",38.4245,-80.4561
909963,"Gauley Mills",38.3288,-80.5341
909963,"Camden on Gauley",38.3603,-80.6057
909963,"Strouds",38.3985,-80.6244
910262,"Newton",38.57,-81.13
910263,"Mt Zion",38.86,-81.12
911595,"Pigeon",38.5552,-81.1924
911595,"Newton",38.5559,-81.1496
911595,"Newton",38.5718,-81.1488
911595,"Newton",38.5744,-81.1803
910047,"Noonan",48.98,-103.01
915543,"Bruceton",40.335,-79.985
915543,"Bruceton",40.3349,-79.9863
915543,"Bruceton",40.3366,-79.9861
915543,"Bruceton",40.3362,-79.9844
915545,"Whitehall",40.3519,-79.9775
915545,"Whitehall",40.3513,-79.9786
915545,"Whitehall",40.3524,-79.9789
915545,"Whitehall",40.3525,-79.9774
915546,"Castle Shannon",40.3571,-80.0494
915546,"Castle Shannon",40.3584,-80.0414
915546,"Castle Shannon",40.3545,-80.0409
915546,"Castle Shannon",40.3529,-80.049
915573,"West Lafayette",40.27,-81.75
915574,"Flushing",40.13,-81.07
915575,"Warsaw",40.34,-82
915576,"Sonora",39.99,-81.93
915579,"Grapeville",40.344,-79.586
915581,"Greensburg",40.31,-79.54
915585,"Keffer",40.18,-79.38
915589,"Petrolia",41.03,-79.72
915591,"Petrolia",41.01,-79.74
915592,"Chicora",40.95,-79.74
915594,"Sherrett",40.92,-79.61
915595,"Cowan",40.89,-79.59
915598,"Worthington",40.84,-79.63
915599,"Iselin",40.56,-79.39
915604,"Jacksonville",40.49,-79.28
915605,"Grafton",40.49,-79.24
916291,"Bairdstown",40.43,-79.31
916293,"Bairdstown",40.41,-79.33
916294,"West Fairfield",40.33,-79.14
916296,"Mannitto Haven",40.423,-79.412
916297,"New Sheffield",40.59,-80.27
916302,"Wilpen",40.286,-79.185
916303,"Crisp",40.16,-79.23
916305,"Standard Shaft",40.17,-79.508
916315,"Smithton",40.14,-79.76
916336,"Moundsville",39.92,-80.74
916337,"New Martinsville",39.66,-80.86
916338,"Wadestown",39.68,-80.33
916339,"Fairview",39.59,-80.25
916340,"Grant Town",39.56,-80.18
916341,"Montana",39.53,-80.12
917143,"Erwin",39.3,-79.64
916343,"Cassell",39.99,-81.71
916344,"Piedmont",40.19,-81.2
916346,"Leetonia",40.87,-80.73
916347,"Middleton",40.83,-80.71
916348,"Elkton",40.79,-80.68
916349,"Minerva Jct",40.72,-81.15
916350,"Pekin",40.71,-81.13
916351,"Mechanicstown",40.62,-80.95
916352,"Carrollton Prsns Arp",40.65,-81.06
916360,"Dellroy",40.56,-81.2
916361,"Wilmington Jct",41.0953,-80.3391
916363,"Knox",41.23,-79.54
916364,"Brookville",41.15,-79.08
916365,"Coaltown",41.05,-79.99
916366,"Red Mill",41.16,-78.83
916367,"New Castle",40.995,-80.338
916368,"Summerville",41.12,-79.19
916369,"Huey",41.07,-79.5
916370,"Red Mill",41.14,-78.81
916371,"Butler",40.845,-79.9
917006,"Herman",40.825,-79.845
917007,"Butler",40.85,-79.886
917008,"Slate Lick",40.78,-79.61
917009,"Elk Run Jct",40.949,-78.938
917010,"Elk Run Jct",40.939,-78.951
917011,"Wilmington Jct",41.098,-80.345
917012,"Dime",40.688,-79.523
917013,"Rossiter",40.91,-78.94
917014,"Rossiter",40.9,-78.932
917018,"Smithport",40.834,-78.848
917019,"Juneau",40.89,-78.98
917020,"Gratton",40.4844,-79.1852
917024,"Smithport",40.84,-78.85
917025,"Bakerstown Station",40.64,-79.96
917027,"Kiskimere",40.6047,-79.5795
917030,"Arnold",40.58,-79.76
917032,"Parkwood",40.64,-79.28
917034,"Parkwood",40.62,-79.3
917035,"Johnsonburg",40.88,-78.9
917036,"Arnola",40.57,-79.75
917038,"Bridgewater",40.7017,-80.2974
917040,"Homer City",40.584,-79.117
917041,"Claypoole Hgts",40.63,-79.19
917042,"Glen Campbell",40.79,-78.76
917044,"Homer City",40.54,-79.16
917045,"Arnola",40.57,-79.75
917046,"Homer City",40.5654,-79.1495
917047,"Clymer",40.6621,-79.0397
917048,"Glenwillard",40.55,-80.2
917049,"Sewickley",40.548,-80.191
917050,"Stoops Ferry",40.54,-80.2
917051,"Heilwood",40.64,-78.92
917052,"Seward",40.4127,-79.0201
917053,"Mc Kees Rocks",40.476,-80.065
917054,"Carnegie",40.41,-80.09
917055,"Carnegie",40.4133,-80.0874
917056,"Cherry City",40.4804,-79.9697
917058,"Ingram",40.43,-80.07
917060,"Mt Lebanon",40.372,-80.018
917061,"Mt Lebanon",40.37,-80.02
917080,"Munhall",40.39,-79.9
917084,"Munhall",40.39,-79.9
917086,"Boquet",40.38,-79.6
917088,"West Mifflin",40.36,-79.92
917090,"Scott Haven",40.27,-79.76
917092,"Willow Spgs",40.29,-79.71
917096,"Cowansburg",40.25,-79.75
917097,"Scottdale",40.1,-79.63
917100,"Layton",40.086,-79.735
917101,"Chester",40.61,-80.54
917102,"Buffalo",39.93,-81.51
917103,"Beartown",40.56,-81.48
917107,"Henlein",41.41,-80.38
917108,"Greenville Muni Arpt",41.46,-80.37
917109,"Fredonia",41.32,-80.26
917110,"Clintonville",41.2049,-79.8745
917111,"Knox",41.2302,-79.5301
917112,"Mayport",41.03,-79.26
915938,"Caruso",39.3295,-101.7636
915939,"Caruso",39.3153,-101.824
915940,"Goodland",39.3599,-101.7101
915941,"Goodland Arpt",39.3664,-101.7007
915942,"Goodland",39.35,-101.71
915944,"Goodland",39.35,-101.7
915945,"St Francis Arpt",39.611,-101.7097
915946,"Bird City",39.8152,-101.6028
915948,"Horace",38.5245,-101.8249
915949,"Horace",38.48,-101.79
915950,"Tribune",38.47,-101.75
915964,"Dog River Bridge",30.58,-88.07
915965,"Pace",30.6145,-87.15
915967,"Stuart",36.6365,-80.2545
915968,"Kibler",36.6669,-80.4479
915970,"Stuart",36.6371,-80.2624
915970,"Stuart",36.6363,-80.2625
915970,"Stuart",36.6361,-80.2614
915970,"Stuart",36.6371,-80.2613
915996,"Hay Spgs",42.64,-102.74
915997,"Hayes Center",40.63,-100.86
916030,"Marrero",29.9048,-90.1117
918075,"Marrero",29.9024,-90.1096
916031,"Bassett Forks",36.7347,-79.9607
916079,"Martinsville",36.7048,-79.8653
916080,"Bassett",36.7733,-79.9308
916081,"Bassett",36.778,-79.9617
916082,"Bassett",36.7662,-79.9656
916083,"Danville",36.584,-79.3989
916083,"Danville",36.5812,-79.3923
916083,"Danville",36.5864,-79.3908
916083,"Danville",36.5895,-79.3936
916213,"Philpott",36.7424,-80.0168
916213,"Smiths Store",36.7378,-80.0157
916213,"Bassett",36.7406,-79.9989
916213,"Bassett",36.7487,-79.9789
916213,"Bassett",36.7516,-79.9832
916213,"Bassett",36.7498,-79.9956
916217,"Bassett",36.7591,-79.9894
916217,"Collinsville",36.7562,-79.912
916217,"Collinsville",36.7437,-79.9087
916217,"Collinsville",36.7296,-79.9188
916217,"Bassett Forks",36.7208,-79.9398
916217,"Bassett Forks",36.7267,-79.9633
916217,"Bassett Forks",36.7394,-79.9839
916224,"Martinsville",36.66,-79.83
916224,"Martinsville",36.6581,-79.8265
916224,"Martinsville",36.6541,-79.8237
916224,"Martinsville",36.655,-79.8221
916224,"Martinsville",36.6598,-79.8245
919080,"Vaughn",33.2827,-84.3875
919080,"Valdo",33.2894,-84.375
919083,"Sunny Side",33.3,-84.31
919083,"Highland Mills",33.2933,-84.3
919083,"Esmond",33.2924,-84.3389
919083,"Birdie",33.297,-84.3506
919087,"Lakeview Estates",33.6901,-84.0433
919087,"Lakeview Estates",33.6859,-84.0484
919087,"Lakeview Estates",33.6849,-84.0578
919087,"Lakeview Estates",33.6898,-84.0622
919087,"Lakeview Estates",33.7025,-84.0527
919087,"Lakeview Estates",33.7053,-84.0448
919171,"Isle of Shoals",42.9801,-70.6152
919172,"Buoy 44033",44.2045,-69.0518
919173,"Buoy 44032",44.1262,-68.8784
919174,"Wells Water Level Station ",43.4507,-70.3505
919175,"Wells Water Level Station ",43.3457,-70.4809
919325,"Oyama",35.741,-81.223
919325,"Conover",35.715,-81.216
919330,"Hiddenite",35.911,-81.09
919332,"Fair Play",34.52,-83.01
919333,"Rabun Gap",34.942,-83.42
919339,"Widefield",38.74,-104.72
919339,"Widefield",38.7403,-104.7228
919339,"Widefield",38.737,-104.7226
919339,"Widefield",38.737,-104.7204
919342,"Colorado Spgs",38.78,-104.82
919342,"Colorado Spgs",38.7804,-104.8187
919342,"Colorado Spgs",38.7793,-104.8184
919342,"Colorado Spgs",38.7794,-104.8193
919343,"Widefield",38.72,-104.7
919343,"Widefield",38.7203,-104.7015
919343,"Widefield",38.7226,-104.7008
919343,"Widefield",38.7222,-104.6991
919345,"Widefield",38.72,-104.7
919345,"Widefield",38.7203,-104.7014
919345,"Widefield",38.7226,-104.7007
919345,"Widefield",38.7222,-104.6994
919348,"Security",38.75,-104.74
919348,"Security",38.7525,-104.7402
919348,"Security",38.7529,-104.7372
919348,"Security",38.7502,-104.7371
919349,"Colorado Spgs",38.82,-104.88
919351,"Colorado Spgs",38.83,-104.84
919356,"Colorado Spgs",38.81,-104.88
919359,"Colorado Spgs",38.81,-104.88
919397,"Colorado Spgs",38.8,-104.84
919398,"Colorado Spgs",38.84,-104.85
919400,"Colorado Spgs",38.82,-104.85
919401,"Colorado Spgs",38.83,-104.84
919403,"Ft Carson",38.77,-104.83
919405,"Ft Carson",38.77,-104.82
919406,"Ft Carson",38.77,-104.82
919407,"Ft Carson",38.77,-104.81
919409,"Colorado Spgs",38.78,-104.82
919413,"Security",38.75,-104.74
919415,"Widefield",38.74,-104.73
919417,"Security",38.75,-104.74
919419,"Fountain",38.68,-104.7
919421,"Widefield",38.73,-104.73
920096,"Vaitogi",-14.3236,-170.7255
920159,"Dighton",38.5,-100.47
920160,"Dighton Arpt",38.48,-100.49
920162,"Liberal",37.04,-100.92
920162,"Liberal",37.035,-100.9218
920162,"Liberal",37.0331,-100.9132
920162,"Liberal",37.0463,-100.9077
920163,"Satanta Muni Arpt",37.44,-101.08
920164,"Satanta Muni Arpt",37.44,-101.07
920164,"Satanta",37.4228,-101.0122
920164,"Satanta",37.4389,-100.9771
920164,"Satanta Muni Arpt",37.4579,-101.0648
920166,"Kiowa Arpt",37.04,-98.47
920167,"Hugoton Muni Arpt",37.17,-101.37
920168,"Lakin",37.89,-101.23
920169,"Liberal Arpt",37.03,-100.97
920170,"Bazine",38.44,-99.69
920171,"Dodge City",37.79,-100.02
920172,"Dodge City",37.78,-100.03
920173,"Dodge City",37.79,-100.02
920174,"La Crosse Hoover Arp",38.53,-99.31
920175,"La Crosse Hoover Arp",38.56,-99.36
920176,"Liebenthal",38.64,-99.42
920177,"Wright",37.75,-99.79
920178,"Antonino",38.74,-99.41
920180,"Antonino",38.74,-99.42
920182,"Ford",37.64,-99.75
920184,"Friend",38.27,-100.89
920185,"Bloom",37.49,-99.96
920186,"Liebenthal",38.64,-99.42
920189,"Antonino",38.74,-99.42
923015,"North Bethel",44.471,-70.864
923015,"North Bethel",44.4682,-70.8634
923015,"North Bethel",44.469,-70.8592
923015,"North Bethel",44.4719,-70.8578
924450,"High is",29.515,-94.5133
925535,"North Jetty",29.37,-94.73
925538,"Texas City",29.2704,-94.8642
925539,"Freeport",29.2489,-94.852
925540,"North Jetty",29.4682,-94.6167
926238,"Ausable Forks",44.43,-73.68
926238,"Upper Jay",44.3209,-73.8187
926238,"Lake Placid Arpt",44.2465,-74.001
926238,"North Hudson Arpt",43.941,-73.7452
881635,"Ashland",38.7905,-92.2963
881636,"Warrenton",38.82,-91.13
881638,"Wentzville",38.817,-90.8916
881638,"St Charles",38.7862,-90.4909
881641,"Florissant",38.78,-90.33
881641,"Larimore",38.7763,-90.1753
881643,"Wood River",38.85,-90.08
881643,"Highland",38.7436,-89.6643
881653,"Lohman",38.5633,-92.3319
881653,"Schubert",38.5551,-92.1039
881654,"Cedar City",38.6081,-92.1845
881654,"Holts Summit",38.675,-92.0797
881655,"St Aubert",38.6593,-91.8467
881655,"Chamois",38.6895,-91.702
