"EVENT_ID","LOCATION","LATITUDE","LONGITUDE"
954036,"Noland",36.2109,-91.1854
954036,"Noland",36.2051,-91.1502
954036,"Noland",36.1925,-91.1621
954036,"Noland",36.2016,-91.1923
954038,"Duff",35.9918,-92.7592
954038,"Gilbert",35.993,-92.7343
954038,"Gilbert",35.9819,-92.7265
954038,"Silver Hill",35.9786,-92.7423
954038,"Silver Hill",35.9834,-92.7627
954040,"Elevenpoint",36.3506,-91.1164
954040,"Elevenpoint",36.3437,-91.1024
954040,"Elevenpoint",36.3399,-91.1117
954040,"Elevenpoint",36.3473,-91.1216
954044,"Batesville",35.7661,-91.6561
954044,"Batesville",35.763,-91.6143
954044,"Ramsey Hill",35.7343,-91.6157
954044,"Desha",35.7478,-91.6718
954046,"Riverside",35.2792,-91.2456
954046,"Patterson",35.259,-91.2308
954046,"Cavell",35.2596,-91.2476
954051,"Houston",35.0164,-92.7408
954051,"Houston",35.0228,-92.7198
954051,"Houston",35.0056,-92.7141
954051,"Houston",35.002,-92.7341
954054,"Pocahontas",36.2719,-90.9583
954054,"Pocahontas",36.2679,-90.937
981353,"Lares",18.2937,-66.8767
981353,"Lares",18.2956,-66.8764
981366,"Carolina",18.4115,-65.9923
981366,"Carolina",18.412,-65.9914
981366,"Carolina",18.4173,-65.9923
981366,"Carolina",18.4169,-65.994
981368,"Carolina",18.4284,-66.0068
981368,"Carolina",18.4277,-66.0067
981368,"Carolina",18.4275,-66.0024
981368,"Carolina",18.4281,-66.0021
981369,"Utuado",18.2395,-66.6654
981369,"Utuado",18.2397,-66.6634
981369,"Utuado",18.243,-66.6636
981369,"Utuado",18.243,-66.665
981370,"Utuado",18.2768,-66.7234
981370,"Utuado",18.2741,-66.7237
981370,"Utuado",18.2712,-66.7174
981370,"Utuado",18.2736,-66.7148
981370,"Utuado",18.277,-66.7187
981371,"Utuado",18.2285,-66.6752
981371,"Utuado",18.2252,-66.6743
981371,"Utuado",18.2209,-66.6743
981371,"Utuado",18.2217,-66.6716
981371,"Utuado",18.2278,-66.6719
954054,"Pocahontas Muni Arpt",36.2399,-90.9668
954054,"Pocahontas",36.2495,-90.986
954824,"Crossett",33.13,-91.96
954825,"Parkdale",33.1,-91.55
954826,"Newblock",32.7965,-91.9013
954827,"Collinston",32.7,-91.87
954829,"Bonita",32.92,-91.68
954829,"Jones",32.9968,-91.6416
954830,"Swampers",32.19,-91.52
954831,"Hollybrook",32.72,-91.18
954832,"Waverly",32.4,-91.42
954834,"Stringer",31.87,-89.27
954888,"Hamlet",32.0151,-89.2627
954891,"Benoit",33.65,-91.01
954892,"Columbus/Lowndes Co",33.45,-88.35
954892,"New Hope",33.4477,-88.3238
954893,"Stringer",31.86,-89.26
954893,"Garlandville",32.2188,-89.1028
954894,"Calhoun",32.2406,-89.1127
954897,"Cleveland",33.74,-90.72
954899,"Williamsville",32.77,-89.15
954900,"Noxapater",32.99,-89.06
954901,"Sallis",33.03,-89.76
954903,"Braxton",32.04,-89.94
954904,"Ackerman",33.31,-89.18
954905,"Johns",32.14,-89.83
954906,"Ludlow",32.57,-89.71
954907,"Possumneck",33.1279,-89.765
954908,"Maben",33.56,-89.08
954909,"Pelahatchie",32.34,-89.82
954910,"Enola",32.71,-90.64
954911,"Fame",33.65,-89.17
954912,"Mantee",33.7498,-89.03
954913,"Luckney",32.37,-90.05
954914,"Sproles Siding",32.6,-89.6
954915,"Morton",32.35,-89.7
954916,"Madison",32.46,-90.07
954917,"Rural Hill",33.1,-89.26
954918,"Kosciusko",33.06,-89.57
954919,"Jackson",32.36,-90.14
955170,"Leesburg",32.44,-89.8
955171,"Independence",32.24,-89.69
955172,"Morton",32.35,-89.7
955174,"Barnett Res East",32.54,-89.95
955175,"Crystal Spgs",32.01,-90.35
955176,"Lingle",32.19,-89.56
956494,"Florence",32.15,-90.13
956495,"Vaughn",31.56,-90.52
956496,"Louin",32.1,-89.2361
956497,"Union Hall",31.5512,-90.4396
956497,"Fair Oaks Spgs",31.54,-90.25
956498,"Morgantown",31.3057,-89.9676
956498,"Lovelace",31.2212,-89.8607
956499,"Oloh",31.3708,-89.5864
956500,"Oloh",31.2936,-89.5429
956501,"Hale",31.96,-88.8
956502,"Quitman",32.04,-88.75
956504,"Wardwell Station",31.3412,-89.3561
956504,"Wardwell Station",31.3,-89.38
956506,"Hattiesburg",31.32,-89.33
956508,"Petal",31.3394,-89.2303
956510,"Rock Hill",31.1236,-89.2814
956510,"Epps",31.13,-89.23
956511,"De Soto",31.97,-88.72
956515,"Columbia",31.2382,-89.8375
956515,"Columbia",31.2427,-89.8168
956515,"Columbia",31.2556,-89.8185
956516,"Magee",31.87,-89.7413
956516,"Magee",31.8765,-89.7386
956516,"Magee",31.8715,-89.7187
956516,"Magee",31.8658,-89.7261
970773,"Ft Sumner",34.48,-104.22
970774,"Clayton Arpt",36.46,-103.14
970978,"Middle Tampa Bay",27.77,-82.57
970979,"Bayport",28.47,-82.66
970981,"Clearwater Beach",27.98,-82.83
970982,"Crystal River",28.9,-82.65
970983,"Lower Tampa Bay",27.6,-82.65
970984,"Bloomingdale",27.9,-82.27
970985,"Sarasota Beach",27.32,-82.6
986047,"Annapolis Buoy ",38.96,-76.45
986048,"Martin State Airport",39.33,-76.42
986049,"Annapolis ",39.001,-76.45
986050,"Thomas Point ",38.8838,-76.477
986051,"Bay Bridge Airport",38.992,-76.3437
986052,"Tolly Point ",38.94,-76.44
986053,"Greenbury Point ",38.97,-76.46
986054,"Hart Miller Island ",39.25,-76.37
986056,"Greenbury Point ",38.97,-76.46
986057,"Thomas Point ",38.9,-76.44
986058,"Kent Island ",38.92,-76.36
986059,"Hart Miller Island ",39.25,-76.37
986060,"Greenbury Point ",38.97,-76.46
986061,"Kent Point Md ",38.7189,-76.333
986062,"Tolly Point ",38.94,-76.44
986063,"Sandy Point ",39.01,-76.4
986064,"Annapolis ",39.001,-76.45
986067,"Thomas Point ",38.8838,-76.477
986069,"Bay Bridge Airport",38.992,-76.3437
986071,"Annapolis ",38.98,-76.48
986072,"Kent Island ",38.92,-76.36
986073,"Tolchester Md ",39.21,-76.24
986074,"Thomas Point ",38.9,-76.44
986076,"Blackwalnut Harbor ",38.68,-76.33
986078,"Annapolis ",39.001,-76.45
986082,"Long Branch Es ",38.8615,-77.0723
986083,"Reagan National Airport",38.86,-77.03
986084,"Baltimore Key Bridge ",39.22,-76.53
986085,"Long Branch Es ",38.8615,-77.0723
986086,"Baltimore Key Bridge ",39.22,-76.53
986087,"Baltimore Key Bridge ",39.22,-76.53
986088,"Hart Miller Island ",39.25,-76.37
986090,"Hampstead Hill Academy ",39.29,-76.58
986092,"Maryland Science Center ",39.28,-76.61
986093,"Shady Side Es ",38.841,-76.527
986094,"Susquehanna River Buoy ",39.55,-76.058
986095,"Herring Bay ",38.73,-76.54
986096,"Annapolis ",39.001,-76.45
986099,"Havre De Grace ",39.5607,-76.0897
986101,"Potomac Light 33 ",38.34,-76.99
986102,"Greenbury Point ",38.97,-76.46
986103,"Annapolis Buoy ",38.96,-76.45
986106,"Kent Point Md ",38.7189,-76.333
986107,"Tolly Point ",38.94,-76.44
986108,"Grove Point ",39.4,-76.04
986110,"Hart Miller Island ",39.25,-76.37
986111,"Gooses Reef Buoy ",38.56,-76.41
986112,"Monroe Creek ",38.23,-76.95
986113,"Tolly Point ",38.94,-76.44
985079,"Harmaston",29.97,-95.19
985080,"Eagle Point",29.54,-94.9109
985081,"Texas City",29.4236,-94.8897
985082,"Texas City",29.2952,-94.8637
989130,"Tulsa",36.132,-95.976
989130,"Tulsa",36.132,-95.967
989131,"Broken Arrow",36.118,-95.761
989131,"Broken Arrow",36.12,-95.755
989132,"Catoosa",36.179,-95.764
989132,"Catoosa",36.18,-95.758
989133,"Bozarth",36.1029,-95.9836
989134,"Tulsa",36.1312,-95.9436
989135,"Tulsa Young Arpt",36.1408,-95.8502
989136,"Garnett",36.1557,-95.8153
989386,"Kellyville",36,-96.31
989388,"Alsuma",36.13,-95.9
989389,"Bixby",35.91,-95.92
989391,"Tulsa Young Arpt",36.1189,-95.8306
989391,"Tulsa Young Arpt",36.1188,-95.8238
985320,"Wind Point",42.7612,-87.8139
985321,"Racine",42.674,-87.026
985372,"Ledgewood",40.89,-74.66
985373,"Taylortown",40.94,-74.41
985374,"Butler",41,-74.34
985375,"Butler",41,-74.34
985376,"Chatham",40.74,-74.39
985377,"Florham Park",40.75,-74.39
985378,"Vincentown",39.93,-74.73
985379,"Riviera Beach",40.11,-74.11
985380,"Hopelawn",40.53,-74.29
992218,"Wilfred",38.3496,-122.7211
992218,"Wilfred",38.3497,-122.7213
992218,"Wilfred",38.3499,-122.7213
992218,"Wilfred",38.3499,-122.7211
992219,"Emeryville",37.8246,-122.2667
992219,"Emeryville",37.8233,-122.2668
992219,"Piedmont",37.8191,-122.2551
992219,"Piedmont",37.8203,-122.2535
985704,"Tyro",37.04,-95.86
985705,"Chetopa",37.04,-95.09
993309,"Maize",37.72,-97.44
986046,"Quantico ",38.51,-77.3
958211,"Clarks Crossing",38.9169,-77.2889
958212,"Fairfax Station",38.7964,-77.3134
958213,"Burke",38.8106,-77.251
958214,"Lake Barcroft",38.83,-77.21
958215,"Springfield",38.78,-77.19
958216,"Rosslyn",38.8786,-77.1022
958217,"South Washington",38.85,-77.0333
958218,"Potomac Yard",38.831,-77.0523
958219,"Fairfax Station",38.8219,-77.3434
958220,"Vienna",38.8887,-77.2703
958221,"Chesterbrook Gardens",38.9002,-77.1911
958222,"Franklin Forest",38.9047,-77.1601
958223,"Falls Church",38.8772,-77.1556
958224,"Arlington",38.8776,-77.1455
958225,"Barcroft",38.8949,-77.1324
958226,"Arlington",38.8899,-77.1202
958227,"Arlington",38.8817,-77.1078
958228,"Rosslyn",38.8877,-77.1004
958229,"Barcroft",38.8965,-77.1174
958229,"Rosslyn",38.8914,-77.0647
958230,"Rosslyn",38.8636,-77.0833
958231,"Lindsay",38.8608,-77.0512
946283,"Forest Falls",34.0549,-116.9705
946283,"Forest Falls",34.0113,-116.9313
937680,"Playalinda Beach",28.54,-80.67
931487,"Clear Creek",41.7186,-123.4473
931487,"Clear Creek",41.7162,-123.4465
931487,"Clear Creek",41.7168,-123.446
931487,"Clear Creek",41.719,-123.4464
931531,"Cape Canaveral",28.43,-80.57
931532,"Buoy 41009",28.52,-80.17
931856,"Middle Tampa Bay",27.77,-82.57
934292,"East Alachua",29.78,-82.48
934315,"Doctors Lake",30.15,-81.74
934316,"Walkill",29.92,-81.69
934319,"Keystone Hgts",29.78,-82.03
934322,"Hogan",30.3,-81.58
934323,"Walkill",29.92,-81.68
934324,"Bunnell",29.48,-81.26
934325,"Marion Oaks",29.01,-82.18
934326,"Hammock",29.61,-81.21
934330,"Pine Lakes",29.54,-81.26
934332,"Daytona North",29.48,-81.42
931969,"Pridgen",31.7,-82.92
932159,"River Bridge",27.7359,-80.532
932159,"River Bridge",27.7379,-80.5318
932160,"Playalinda Beach",28.62,-80.69
932161," Space Center Exec",28.46,-80.72
932162,"Satellite Beach",28.24,-80.61
932163,"Cape Canaveral",28.54,-80.57
932165,"Micco",27.8729,-80.5152
932196,"Bullards",43.16,-124.41
932196,"Coaledo",43.23,-124.22
932196,"Norway",43.1,-124.12
932196,"Myrtle Pt",43.07,-124.16
932196,"Bandon",43.12,-124.42
933192,"Scott",32.55,-82.59
933193,"Rockledge",32.4785,-82.6982
934302,"Paradise Hills",35.16,-106.74
933944,"Happy Camp Arpt",41.7622,-123.3988
933944,"Happy Camp Arpt",41.7579,-123.3981
933944,"Happy Camp Arpt",41.7582,-123.3972
933944,"Happy Camp Arpt",41.7623,-123.3981
934164,"Wicksburg",31.2,-85.62
934168,"Arguta",31.55,-85.58
934160,"Ridgetop",30.6285,-85.3811
942830,"Gilberts Mill",30.5994,-85.4557
942830,"Gilberts Mill",30.6095,-85.454
942831,"Gulf Resort Beach",30.2211,-85.8898
942831,"Gulf Resort Beach",30.2338,-85.8735
942832,"Bid-a-Wee",30.21,-85.86
942833,"Gulf Resort Beach",30.22,-85.89
942834,"Panama City Beach",30.23,-85.86
942835,"Vicksburg",30.33,-85.76
942836,"Vicksburg",30.4,-85.68
942837,"Vicksburg",30.41,-85.67
942838,"Southport",30.29,-85.64
942839,"West Panama City",30.18,-85.8
942840,"Porter Lake",30.54,-85.55
942841,"White Pond",30.53,-85.22
942842,"Sink Creek",30.56,-85.18
942843,"Union City",30.63,-85.15
942844,"Clarksville",30.44,-85.19
942845,"Marianna Municipal Arpt",30.83,-85.18
942846,"Round Lake",30.65,-85.4
942847,"Alford",30.6815,-85.3808
942848,"Hopewell",30.38,-83.44
942849,"Alma",30.6,-83.85
942851,"Cross City",29.63,-83.12
942852,"Gulf Resort Beach",30.213,-85.88
934171,"Harmony Church Rd/Hwy 45",31.22,-84.79
942814,"Fender",31.38,-83.49
942814,"Fender",31.369,-83.4845
942814,"Fender",31.3684,-83.491
942814,"Fender",31.3821,-83.4937
942822,"Desser",30.89,-84.82
942822,"Desser",30.8944,-84.8133
942823,"Bainbridge",30.9117,-84.5657
942824,"Hopeful",31.0965,-84.4195
942825,"Iveys Mill",31.4,-84.6
942828,"Damascus",31.3,-84.7
942828,"Damascus",31.281,-84.7211
936505,"Horseshoe Beach",29.4384,-83.2956
942853,"Apalachicola",29.724,-84.98
942854,"Panama City Beach",30.213,-85.88
942855,"Panama City Beach",30.23,-85.88
942856,"Eastpoint",29.71,-84.89
942857,"Apalachicola",29.7231,-85.0275
942858,"Eastpoint",29.67,-84.86
942859,"Panacea",29.97,-84.36
942860,"Panacea",30.01,-84.34
942812,"Lucy",31.01,-85.04
936192,"Volcano",19.3419,-155.2779
936196,"Pahoa",19.5,-154.95
936196,"Pahoa",19.4838,-154.9365
936200,"Cape Kumukahi",19.5712,-154.8797
936200,"Fad Buoy Qq",19.5818,-154.868
936225,"Kamuela",20.0502,-155.6336
936225,"Papaaloa",19.9323,-155.2651
936301,"Kalalau Lookout",22.1582,-159.6529
936301,"Kilauea",22.2119,-159.3897
936317,"Princeville",22.2097,-159.4829
936317,"Princeville",22.2075,-159.4814
936317,"Princeville",22.209,-159.4777
936317,"Princeville",22.211,-159.4785
936331,"Kahakuloa",20.9611,-156.5692
936331,"Kipahulu",20.6725,-156.0739
936353,"Halawa Valley",21.1476,-156.7518
936353,"Molokai Airport",21.1534,-157.1163
936363,"Kona Village Resort",19.7813,-155.94
936363,"Papa",19.1419,-155.8362
936364,"Kahuku",21.6414,-157.986
936364,"Maunawili",21.3793,-157.7575
936365,"Na Pali Coast Sp",22.1692,-159.5991
936365,"Puhi",21.9282,-159.3904
936375,"Kahuku",21.632,-157.9812
936375,"Ahuimanu",21.4341,-157.8935
936376,"Princeville",22.2097,-159.4828
936376,"Princeville",22.2072,-159.4814
936376,"Princeville",22.2089,-159.4776
936376,"Princeville",22.2111,-159.4788
936385,"Saddle Road Junction",19.9734,-155.6166
937683,"Cape Canaveral",28.36,-80.65
937684,"Cape Canaveral",28.46,-80.59
937685,"Ormond Beach",29.35,-81.07
937686,"Playalinda Beach",28.52,-80.64
937687,"Vero Beach",27.69,-80.37
937688,"Merritt Island",28.34,-80.73
942808,"Panama City Arpt",30.2,-85.66
942808,"Panama City Arpt",30.2033,-85.6602
942808,"Panama City Arpt",30.2036,-85.6623
942808,"Panama City Arpt",30.1994,-85.6619
942810,"Shuman Ferry",30.48,-85.14
934274,"Mayport Nas",30.42,-81.41
934277,"Mayport Nas",30.39,-81.48
934333,"St Augustine Arpt",29.97,-81.32
934336,"Mill Creek",30.07,-81.93
934338,"Hibernia",30.06,-81.71
934339,"Spaulding",30.39,-81.83
934340,"Bryceville",30.4,-81.94
934348,"Lake City",30.2,-82.64
934349,"Bakersville",29.93,-81.44
934350,"Sampson",30.03,-81.39
934352,"Casa Cola",29.98,-81.36
934371,"Winfield",30.207,-82.738
934371,"Winfield",30.208,-82.734
934708,"Lake City",30.18,-82.71
934713,"Winfield",30.23,-82.75
934786,"Espanola",29.46,-81.33
934786,"Espanola",29.4673,-81.3296
934786,"Espanola",29.4676,-81.3317
934786,"Espanola",29.4596,-81.3317
934789,"Bakersville",29.88,-81.49
934800,"Bakersville",29.8599,-81.4972
934800,"Bakersville",29.8598,-81.4971
935262,"Point Lookout ",38.04,-76.32
935263,"Crisfield Cg ",37.97,-75.88
935264,"Raccoon Point ",38.14,-75.79
935427,"Rockport",42.58,-70.67
935430,"Race Point Light",42.21,-70.14
935721,"Bayport",28.49,-82.67
935722,"Middle Tampa Bay",27.77,-82.57
935723,"Longboat Key",27.44,-82.61
935724,"Hardeetown",29.54,-82.86
935725,"Clearwater Beach",27.99,-82.83
935726,"Cedar Key",29.14,-83.03
935736,"Rock Ridge",28.24,-81.97
935737,"Redington Beach",27.8165,-82.8038
935737,"Oakhurst",27.832,-82.792
935776,"Oxford",28.93,-82.0217
935738,"Cedar Key",29.14,-83.03
935739,"Old Tampa Bay",27.85,-82.52
936385,"Holualoa",19.6772,-155.927
